instrumentation/instrumentation_FDROID/com.cookiegames.smartcookie_148.apk,com.cookiegames.smartcookie,com.cookiegames.smartcookie.download.c.java,t,false
instrumentation/instrumentation_FDROID/com.ds.avare_357.apk,com.ds.avare,com.ds.avare.weather.AdsbWeatherCache.java,sweep,false
instrumentation/instrumentation_FDROID/com.ds.avare_357.apk,com.ds.avare,com.ds.avare.adsb.TfrCache.java,sweep,false
instrumentation/instrumentation_FDROID/com.ds.avare_357.apk,com.ds.avare,com.ds.avare.weather.AdsbWeatherCache.java,sweep,false
instrumentation/instrumentation_FDROID/com.ds.avare_357.apk,com.ds.avare,com.ds.avare.weather.AdsbWeatherCache.java,sweep,false
instrumentation/instrumentation_FDROID/com.ds.avare_357.apk,com.ds.avare,com.ds.avare.weather.AdsbWeatherCache.java,sweep,false
instrumentation/instrumentation_FDROID/com.ds.avare_357.apk,com.ds.avare,com.ds.avare.weather.AdsbWeatherCache.java,sweep,false
instrumentation/instrumentation_FDROID/com.ds.avare_357.apk,com.ds.avare,com.ds.avare.weather.AdsbWeatherCache.java,sweep,false
instrumentation/instrumentation_FDROID/com.eletac.tronwallet_37.apk,com.eletac.tronwallet,com.eletac.tronwallet.wallet.WitnessItemListAdapter$WitnessItemViewHolder$1.java,afterTextChanged,false
instrumentation/instrumentation_FDROID/com.elsdoerfer.android.autostarts_33.apk,com.elsdoerfer.android.autostarts,com.elsdoerfer.android.autostarts.ToggleService.java,processNextItem,false
instrumentation/instrumentation_FDROID/com.emacberry.uuid0xfd6fscan_9117.apk,com.emacberry.uuid0xfd6fscan,com.emacberry.uuid0xfd6fscan.ScannerService$MyScanCallback.java,checkForOutdatedBeaconsInt,false
instrumentation/instrumentation_FDROID/com.forrestguice.suntimeswidget_79.apk,com.forrestguice.suntimeswidget,com.forrestguice.suntimeswidget.EquinoxView$EquinoxViewAdapter.java,onViewRecycled,false
instrumentation/instrumentation_FDROID/com.forrestguice.suntimeswidget_79.apk,com.forrestguice.suntimeswidget,com.forrestguice.suntimeswidget.views.MoonApsisView$MoonApsisAdapter.java,onViewRecycled,false
instrumentation/instrumentation_FDROID/com.forrestguice.suntimeswidget_79.apk,com.forrestguice.suntimeswidget,com.forrestguice.suntimeswidget.MoonPhasesView1$PhaseAdapter.java,onViewRecycled,false
instrumentation/instrumentation_FDROID/com.forrestguice.suntimeswidget_79.apk,com.forrestguice.suntimeswidget,com.forrestguice.suntimeswidget.cards.CardAdapter.java,onViewRecycled,false
instrumentation/instrumentation_FDROID/com.forrestguice.suntimeswidget_79.apk,com.forrestguice.suntimeswidget,com.forrestguice.suntimeswidget.settings.WidgetThemes.java,removeValue,false
instrumentation/instrumentation_FDROID/com.futurice.android.reservator_21.apk,com.futurice.android.reservator,com.futurice.android.reservator.common.CacheMap.java,remove,false
instrumentation/instrumentation_FDROID/com.gabm.fancyplaces_9.apk,com.gabm.fancyplaces,com.gabm.fancyplaces.b.a.java,a,false
instrumentation/instrumentation_FDROID/com.games.boardgames.aeonsend_1.apk,com.games.boardgames.aeonsend,com.games.boardgames.aeonsend.fragments.ExpansionFragment.java,selectExpansion,true
instrumentation/instrumentation_FDROID/com.github.ashutoshgngwr.noice_52.apk,com.github.ashutoshgngwr.noice,com.github.ashutoshgngwr.noice.MediaPlayerService.java,onStartCommand,false
instrumentation/instrumentation_FDROID/com.hayaisoftware.launcher_10405.apk,com.hayaisoftware.launcher,com.hayaisoftware.launcher.activities.SearchActivity.java,a,true
instrumentation/instrumentation_FDROID/com.hayaisoftware.launcher_10405.apk,com.hayaisoftware.launcher,com.hayaisoftware.launcher.activities.SearchActivity.java,b,true
instrumentation/instrumentation_FDROID/com.hayaisoftware.launcher_10405.apk,com.hayaisoftware.launcher,com.hayaisoftware.launcher.activities.SearchActivity.java,a,true
instrumentation/instrumentation_FDROID/com.james.status_43.apk,com.james.status,com.james.status.data.icon.NotificationsIconData.java,removeNotification,false
instrumentation/instrumentation_FDROID/com.kabouzeid.gramophone_179.apk,com.kabouzeid.gramophone,com.kabouzeid.gramophone.loader.SortedCursor.java,buildCursorPositionMapping,false
instrumentation/instrumentation_FDROID/com.kabouzeid.gramophone_179.apk,com.kabouzeid.gramophone,com.kabouzeid.gramophone.loader.SortedLongCursor.java,buildCursorPositionMapping,false
